ID,EVENT_TYPE,LHS_LABEL,RHS_LABEL,LHS,RHS_ID,LHS_ID,RHS,DATE,ANNOTATION,COMMENT,
29,candidateposition,candidate,position_aspirational,Nicolas Maduro,NA,40181721,President,13/2/2013,TRUE,,
30,candidateposition,candidate,position_aspirational,Nicolas Maduro,NA,40181721,President,1/11/2013,false:time:24,,
31,candidateposition,candidate,position_aspirational,Nicolas Maduro,NA,40181721,President,1/0/2015,false:time:24,,
32,candidateposition,candidate,position_aspirational,Nicolas Maduro,NA,40181721,President,1/2/2013,TRUE,,
33,candidateposition,candidate,position_aspirational,Nicolas Maduro,NA,40181721,President,28/2/2013,TRUE,,
34,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/0/2008,false:time:38,,
35,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/2/2008,false:time:38,,
36,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/6/2008,false:time:38,,
37,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/7/2009,false:time:38,,
38,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,5/8/2002,TRUE,,
39,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,20/5/2007,false:time:38,,
40,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,23/1/2002,TRUE,,
41,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,2/6/2008,false:time:38,,
42,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,30/10/2009,false:time:38,,
43,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/0/2010,false:time:38,,
44,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,2/3/2008,false:time:38,,
45,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,4/3/2008,false:time:38,,
46,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,8/3/2008,false:time:38,,
47,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,9/0/2008,false:time:38,,
48,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,7/3/2008,false:time:38,,
49,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,23/8/2010,false:time:38,,
50,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/0/2003,false:time:38,,
51,candidateposition,candidate,position_aspirational,Ingrid Betancourt,NA,33674881,President,1/6/2012,false:time:38,,
52,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,20/1/2011,TRUE,,
53,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,18/1/2010,false:time:52,,
54,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/3/2011,TRUE,,
55,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/1983,false:time:52,,
56,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2004,false:time:52,,
57,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2008,false:time:52,,
58,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,7/7/2009,false:time:52,,
59,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2009,false:time:52,,
60,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2012,TRUE,,
61,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,6/3/2011,TRUE,,
62,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,24/11/2009,false:time:52,,
63,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,7/3/2011,TRUE,,
64,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2011,TRUE,,
65,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2010,false:time:52,,
66,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,15/3/2013,false:time:52,,
67,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,3/4/2013,false:time:52,,
68,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/1/2009,false:time:52,,
69,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,21/1/2009,false:time:52,,
70,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/7/2009,false:time:52,,
71,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,5/0/2011,TRUE,,
72,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,20/0/2011,TRUE,,
73,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,9/4/2011,TRUE,,
74,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2016,false:time:52,,
75,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/9/2014,false:time:52,,
76,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,8/3/2010,false:time:52,,
77,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,9/1/2012,TRUE,,
78,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,16/4/2009,false:time:52,,
79,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,24/4/2012,false:time:52,,
80,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,8/3/2013,false:time:52,,
81,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,24/1/2011,TRUE,,
82,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,18/3/2013,false:time:52,,
83,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,9/11/2010,false:time:52,,
84,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/1940,false:time:52,,
85,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,7/3/2013,false:time:52,,
86,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,4/1/2011,TRUE,,
87,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,25/1/2011,TRUE,,
88,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,28/1/2011,TRUE,,
89,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,26/2/2011,TRUE,,
90,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,5/6/2010,false:time:52,,
91,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/1995,false:time:52,,
92,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,3/3/2013,false:time:52,,
93,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2000,false:time:52,,
94,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,4/0/2012,false:time:52,,
95,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/10/2009,false:time:52,,
96,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,17/4/2009,false:time:52,,
97,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,28/4/2009,false:time:52,,
98,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,31/6/2011,TRUE,,
99,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,18/0/2012,TRUE,,
100,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/1950,false:time:52,,
101,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,21/3/2013,false:time:52,,
102,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,16/3/2013,false:time:52,,
103,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,15/5/2013,false:time:52,,
104,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,25/8/2011,TRUE,,
105,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,28/10/2012,false:time:52,,
106,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,14/3/2013,false:time:52,,
107,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,26/3/2013,false:time:52,,
108,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,21/2/2011,TRUE,,
109,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,18/1/2011,TRUE,,
110,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,16/10/2009,false:time:52,,
111,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,27/2/2011,TRUE,,
112,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,7/1/1992,false:time:52,,
113,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/9/2011,TRUE,,
114,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/10/2012,TRUE,,
115,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,27/1/2011,TRUE,,
116,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,13/10/2012,false:time:52,,
117,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,28/8/2009,false:time:52,,
118,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,10/9/2010,false:time:52,,
119,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,26/1/2011,TRUE,,
120,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,30/3/2011,TRUE,,
121,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,22/7/2009,false:time:52,,
122,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,24/7/2009,false:time:52,,
123,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/7/2008,false:time:52,,
124,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,7/1/2012,false:time:52,,
125,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,25/10/2012,false:time:52,,
126,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/2/2013,false:time:52,,
127,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,30/0/2010,false:time:52,,
128,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,25/3/2012,false:time:52,,
129,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,15/0/2012,TRUE,,
130,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,23/0/2012,TRUE,,
131,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,19/1/2010,false:time:52,,
132,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,20/1/2010,false:time:52,,
133,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/1998,false:time:52,,
134,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/0/2002,false:time:52,,
135,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,15/10/2009,false:time:52,,
136,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,1/10/2011,TRUE,,
137,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,5/0/2012,false:time:52,,
138,candidateposition,candidate,position_aspirational,Jon Huntsman,NA,33529016,President,16/0/2012,TRUE,,
139,candidateposition,candidate,position_aspirational,Nana Addo Dankwa Akufo Addo,NA,309441143,President,1/0/2012,TRUE,,
140,candidateposition,candidate,position_aspirational,Nana Addo Dankwa Akufo Addo,NA,309441143,President,7/11/2012,TRUE,,
141,candidateposition,candidate,position_aspirational,Nana Addo Dankwa Akufo Addo,NA,309441143,President,21/3/2013,false:time:140,,
142,candidateposition,candidate,position_aspirational,Nana Addo Dankwa Akufo Addo,NA,309441143,President,23/3/2013,false:time:140,,
143,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,1/0/2011,false:time,,
144,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,1/0/2012,false:time,,
145,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,17/3/2013,false:time,,
146,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,9/6/2012,false:time,,
147,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,1/0/1979,false:time,,
148,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,29/4/2012,false:time,,
149,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,11/7/2012,false:time,,
150,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,16/7/2012,false:time,,
151,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,7/7/2012,false:time,,
152,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,9/7/2012,false:time,,
153,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,12/7/2012,false:time,,
154,candidateposition,candidate,position_aspirational,Thaddeus Mccotter,NA,47347533,President,13/7/2012,false:time,,
155,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2012,false:lhs,,
156,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,14/2/2010,false:lhs,,
157,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,27/3/2013,false:lhs,,
158,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,22/2/2010,false:lhs,,
159,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,15/3/2010,false:lhs,,
160,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,17/3/2013,false:lhs,,
161,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2014,false:lhs,,
162,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,7/3/2010,false:lhs,,
163,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,6/10/2009,false:lhs,,
164,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2011,false:lhs,,
165,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2013,false:lhs,,
166,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,22/3/2013,false:lhs,,
167,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,9/3/2013,false:lhs,,
168,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,14/0/2013,false:lhs,,
169,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,10/3/2013,false:lhs,,
170,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,7/0/2011,false:lhs,,
171,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/0/2011,false:lhs,,
172,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,19/6/2012,false:lhs,,
173,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,11/3/2013,false:lhs,,
174,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/11/2010,false:lhs,,
175,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,25/0/2011,false:lhs,,
176,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,26/0/2011,false:lhs,,
177,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/1/2012,false:lhs,,
178,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/6/2012,false:lhs,,
179,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2008,false:lhs,,
180,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/7/2011,false:lhs,,
181,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/8/2011,false:lhs,,
182,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,17/11/2011,false:lhs,,
183,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,2/4/2011,false:lhs,,
184,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,19/6/2011,false:lhs,,
185,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,16/11/2011,false:lhs,,
186,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,3/3/2013,false:lhs,,
187,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,5/3/2013,false:lhs,,
188,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/10/2012,false:lhs,,
189,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/5/2009,false:lhs,,
190,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,15/3/2013,false:lhs,,
191,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/1/2011,false:lhs,,
192,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/0/2010,false:lhs,,
193,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,27/5/2011,false:lhs,,
194,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,27/7/2010,false:lhs,,
195,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,10/1/2011,false:lhs,,
196,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/4/2011,false:lhs,,
197,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,10/10/2010,false:lhs,,
198,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/2/2010,false:lhs,,
199,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,19/3/2013,false:lhs,,
200,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,14/6/2012,false:lhs,,
201,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,23/3/2010,false:lhs,,
202,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/6/2010,false:lhs,,
203,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/10/2010,false:lhs,,
204,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,8/3/2013,false:lhs,,
205,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/7/2010,false:lhs,,
206,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,24/0/2011,false:lhs,,
207,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,9/1/2011,false:lhs,,
208,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,11/1/2011,false:lhs,,
209,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/2/2011,false:lhs,,
210,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,6/2/2011,false:lhs,,
211,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,24/2/2011,false:lhs,,
212,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,25/2/2011,false:lhs,,
213,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,26/2/2011,false:lhs,,
214,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,31/2/2011,false:lhs,,
215,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/5/2011,false:lhs,,
216,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,26/5/2012,false:lhs,,
217,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/5/2009,false:lhs,,
218,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,28/3/2013,false:lhs,,
219,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,19/2/2013,false:lhs,,
220,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/7/2012,false:lhs,,
221,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,13/8/2010,false:lhs,,
222,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,2/7/2011,false:lhs,,
223,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,29/3/2013,false:lhs,,
224,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,16/3/2013,false:lhs,,
225,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/5/2012,false:lhs,,
226,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,23/3/2013,false:lhs,,
227,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,23/6/2012,false:lhs,,
228,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,16/3/2011,false:lhs,,
229,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,3/0/2012,false:lhs,,
230,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/3/2013,false:lhs,,
231,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,14/3/2013,false:lhs,,
232,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/3/2013,false:lhs,,
233,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,6/0/2011,false:lhs,,
234,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,22/2/2011,false:lhs,,
235,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,5/0/2011,false:lhs,,
236,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,13/5/2011,false:lhs,,
237,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,26/3/2013,false:lhs,,
238,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,14/11/2011,false:lhs,,
239,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/6/2011,false:lhs,,
240,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,1/3/2011,false:lhs,,
241,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,23/0/2011,false:lhs,,
242,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,21/1/2011,false:lhs,,
243,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,7/3/2011,false:lhs,,
244,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,11/8/2001,false:lhs,,
245,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,7/10/2010,false:lhs,,
246,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,28/7/2011,false:lhs,,
247,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,8/6/2012,false:lhs,,
248,candidateposition,candidate,position_aspirational,Michele Bachmann Dick Armey Federal,NA,41719921,President,6/7/2012,false:lhs,,
